Date,High,Low,Open,Close,Volume,Adj Close
2020-01-23,148.77000427246094,146.75999450683594,148.0399932861328,148.52999877929688,8671900.0,141.96823120117188
2020-01-24,148.9499969482422,147.92999267578125,148.5800018310547,148.32000732421875,9051900.0,141.76751708984375
2020-01-27,149.4600067138672,147.0,147.52000427246094,148.75,7587100.0,142.17852783203125
2020-01-28,150.57000732421875,148.14999389648438,148.4600067138672,149.5,7336600.0,142.8953857421875
2020-01-29,151.19000244140625,149.1300048828125,149.4499969482422,150.5399932861328,6288600.0,143.88941955566406
2020-01-30,150.50999450683594,149.0500030517578,150.02999877929688,150.36000061035156,6470600.0,143.71737670898438
2020-01-31,150.0,148.63999938964844,149.75,148.8699951171875,8651700.0,142.29322814941406
2020-02-03,150.49000549316406,149.24000549316406,149.4199981689453,150.1699981689453,5765200.0,143.53579711914062
2020-02-04,152.75,151.1999969482422,151.49000549316406,151.60000610351562,6541400.0,144.90260314941406
2020-02-05,154.02000427246094,151.30999755859375,151.72000122070312,153.99000549316406,5979900.0,147.18701171875
2020-02-06,154.5,152.74000549316406,154.25,153.52999877929688,6201200.0,146.7473602294922
2020-02-07,153.4600067138672,151.5500030517578,153.33999633789062,151.88999938964844,5700300.0,145.17979431152344
2020-02-10,151.91000366210938,150.88999938964844,151.67999267578125,151.86000061035156,4835600.0,145.15110778808594
2020-02-11,152.3800048828125,151.5399932861328,152.2899932861328,151.99000549316406,3715300.0,145.275390625
2020-02-12,152.14999389648438,150.9199981689453,151.8699951171875,151.08999633789062,5166800.0,144.41510009765625
2020-02-13,151.0399932861328,149.8800048828125,150.16000366210938,150.08999633789062,5480200.0,143.45932006835938
2020-02-14,150.63999938964844,149.14999389648438,150.55999755859375,150.1300048828125,5716300.0,143.49755859375
2020-02-18,150.74000549316406,149.05999755859375,150.47000122070312,149.13999938964844,7230700.0,142.55126953125
2020-02-19,149.75999450683594,148.5800018310547,149.2100067138672,148.94000244140625,6115200.0,142.36013793945312
2020-02-20,149.3800048828125,147.39999389648438,148.61000061035156,148.3699951171875,7464700.0,141.81529235839844
2020-02-21,150.24000549316406,147.5399932861328,148.08999633789062,149.92999267578125,7776800.0,143.30638122558594
2020-02-24,149.0,145.25,146.5,145.91000366210938,10588900.0,140.35330200195312
2020-02-25,146.75,143.8300018310547,145.99000549316406,144.64999389648438,10529000.0,139.1412811279297
2020-02-26,146.22000122070312,143.58999633789062,145.35000610351562,143.67999267578125,10093800.0,138.20822143554688
2020-02-27,144.77000427246094,138.9499969482422,142.55999755859375,139.1199951171875,12566700.0,133.82188415527344
2020-02-28,137.2899932861328,130.82000732421875,135.36000061035156,134.47999572753906,19820300.0,129.3585968017578
2020-03-02,140.1300048828125,134.00999450683594,134.77999877929688,140.02000427246094,11508200.0,134.6876220703125
2020-03-03,140.99000549316406,133.10000610351562,140.0,135.58999633789062,13662500.0,130.42630004882812
2020-03-04,143.63999938964844,137.13999938964844,137.67999267578125,143.47999572753906,10560500.0,138.01583862304688
2020-03-05,142.67999267578125,139.83999633789062,140.8000030517578,142.00999450683594,11339200.0,136.601806640625
2020-03-06,143.00999450683594,137.41000366210938,138.47999572753906,142.02999877929688,12239100.0,136.62107849121094
2020-03-09,139.67999267578125,134.89999389648438,136.3300018310547,136.44000244140625,13848600.0,131.24395751953125
2020-03-10,141.9499969482422,134.22999572753906,139.97000122070312,141.63999938964844,12698100.0,136.2459259033203
2020-03-11,138.75,131.5,138.08999633789062,131.8000030517578,17763400.0,126.78064727783203
2020-03-12,133.75999450683594,124.5,127.30999755859375,125.41000366210938,21539200.0,120.6340103149414
2020-03-13,134.9199981689453,124.6500015258789,129.32000732421875,134.2899932861328,20084200.0,129.17581176757812
2020-03-16,133.75999450683594,122.43000030517578,123.56999969482422,127.12999725341797,18877900.0,122.28849792480469
2020-03-17,136.77000427246094,127.80999755859375,128.5500030517578,136.58999633789062,18911800.0,131.3882293701172
2020-03-18,135.6699981689453,128.7100067138672,131.02000427246094,134.9600067138672,17521100.0,129.82032775878906
2020-03-19,134.99000549316406,126.1500015258789,134.99000549316406,127.05000305175781,18482300.0,122.2115478515625
2020-03-20,127.44000244140625,118.12999725341797,126.83000183105469,119.88999938964844,19785100.0,115.32421875
2020-03-23,118.55999755859375,109.16000366210938,117.0,111.13999938964844,20815200.0,106.9074478149414
2020-03-24,119.6500015258789,113.86000061035156,118.76000213623047,119.18000030517578,17604800.0,114.64125061035156
2020-03-25,123.95999908447266,116.69999694824219,118.91000366210938,119.4000015258789,13986100.0,114.8528823852539
2020-03-26,127.0999984741211,120.37999725341797,120.56999969482422,126.56999969482422,15066800.0,121.74981689453125
2020-03-27,127.62000274658203,120.58000183105469,121.6500015258789,123.16000366210938,12133200.0,118.46968078613281
2020-03-30,133.99000549316406,127.5,128.4600067138672,133.00999450683594,21754000.0,127.94457244873047
2020-03-31,135.7100067138672,130.0500030517578,134.99000549316406,131.1300048828125,15746100.0,126.13618469238281
2020-04-01,130.22999572753906,125.5,127.69999694824219,128.80999755859375,12606100.0,123.9045181274414
2020-04-02,134.0,127.22000122070312,129.1199951171875,133.14999389648438,11594500.0,128.0792236328125
2020-04-03,134.7899932861328,131.5800018310547,132.3800048828125,134.1699981689453,10071200.0,129.06039428710938
2020-04-06,140.97000122070312,135.5399932861328,137.00999450683594,139.75999450683594,14994400.0,134.43748474121094
2020-04-07,142.02999877929688,137.25999450683594,139.86000061035156,137.47999572753906,11567100.0,132.2443389892578
2020-04-08,144.1300048828125,137.3000030517578,137.75,143.25999450683594,10758200.0,137.80421447753906
2020-04-09,145.4199981689453,140.27999877929688,144.00999450683594,141.22999572753906,11125400.0,135.8515167236328
2020-04-13,141.49000549316406,137.83999633789062,140.0,139.77000427246094,8153200.0,134.4471435546875
2020-04-14,147.4199981689453,144.0500030517578,145.4199981689453,146.02999877929688,13838000.0,140.46875
2020-04-15,147.91000366210938,143.5399932861328,145.5500030517578,147.66000366210938,11962300.0,142.03665161132812
2020-04-16,150.67999267578125,146.44000244140625,148.30999755859375,149.6699981689453,12181700.0,143.9700927734375
2020-04-17,152.3000030517578,149.60000610351562,151.99000549316406,152.02000427246094,10920000.0,146.23062133789062
2020-04-20,153.0,150.08999633789062,150.92999267578125,151.6699981689453,12226200.0,145.89395141601562
2020-04-21,151.63999938964844,148.57000732421875,150.1199951171875,149.67999267578125,9951100.0,143.97972106933594
2020-04-22,155.0,151.72999572753906,152.80999755859375,152.99000549316406,11515600.0,147.16366577148438
2020-04-23,157.0,153.6999969482422,154.25,155.50999450683594,10665000.0,149.58770751953125
2020-04-24,156.3000030517578,153.63999938964844,155.57000732421875,154.86000061035156,8653400.0,148.9624481201172
2020-04-27,156.0500030517578,154.0,154.80999755859375,154.2899932861328,8924000.0,148.4141387939453
2020-04-28,153.10000610351562,150.6999969482422,151.25,151.38999938964844,8558700.0,145.62461853027344
2020-04-29,151.6300048828125,149.16000366210938,151.3800048828125,150.24000549316406,9285200.0,144.51840209960938
2020-04-30,150.42999267578125,147.16000366210938,148.4600067138672,150.0399932861328,14829600.0,144.3260040283203
2020-05-01,149.6699981689453,146.7899932861328,149.6199951171875,148.2899932861328,7309000.0,142.6426544189453
2020-05-04,149.0800018310547,147.08999633789062,148.77000427246094,148.27000427246094,7198400.0,142.62344360351562
2020-05-05,150.77999877929688,148.63999938964844,149.0,149.5,6562300.0,143.80657958984375
2020-05-06,150.32000732421875,148.0399932861328,150.0,148.0800018310547,6191600.0,142.44065856933594
2020-05-07,149.52999877929688,147.1300048828125,149.3699951171875,147.58999633789062,5570500.0,141.9693145751953
2020-05-08,149.17999267578125,147.88999938964844,148.9199981689453,148.6999969482422,4712100.0,143.0370635986328
2020-05-11,150.10000610351562,148.1199951171875,148.4499969482422,149.11000061035156,5887500.0,143.43142700195312
2020-05-12,150.33999633789062,147.02999877929688,150.10000610351562,147.13999938964844,7039200.0,141.53646850585938
2020-05-13,148.9499969482422,146.00999450683594,146.0800018310547,147.1300048828125,6970500.0,141.52682495117188
2020-05-14,147.75999450683594,144.25999450683594,145.38999938964844,147.63999938964844,6871400.0,142.0174102783203
2020-05-15,150.47999572753906,145.66000366210938,147.8699951171875,150.44000244140625,10340400.0,144.71078491210938
2020-05-18,153.6199951171875,150.4600067138672,152.49000549316406,150.52000427246094,7388400.0,144.7877197265625
2020-05-19,151.10000610351562,148.39999389648438,150.10000610351562,149.02000427246094,6107300.0,143.34486389160156
2020-05-20,150.38999938964844,147.27000427246094,149.75,147.67999267578125,5713400.0,142.05587768554688
2020-05-21,148.5,145.82000732421875,148.5,146.7100067138672,6487300.0,141.12283325195312
2020-05-22,146.2899932861328,144.05999755859375,144.57000732421875,144.3699951171875,6140900.0,139.8345947265625
2020-05-26,146.44000244140625,144.3000030517578,146.19000244140625,144.55999755859375,7072300.0,140.0186309814453
2020-05-27,145.25,143.00999450683594,144.32000732421875,144.88999938964844,7950000.0,140.33827209472656
2020-05-28,148.11000061035156,145.80999755859375,146.02000427246094,146.97000122070312,6189600.0,142.35292053222656
2020-05-29,149.35000610351562,145.3300018310547,147.9600067138672,148.75,8504000.0,144.0770263671875
2020-06-01,148.33999633789062,146.00999450683594,147.2899932861328,147.19000244140625,6141800.0,142.56600952148438
2020-06-02,148.35000610351562,146.1199951171875,147.05999755859375,148.25,6078300.0,143.59274291992188
2020-06-03,149.13999938964844,146.4499969482422,148.52000427246094,148.64999389648438,6339500.0,143.9801483154297
2020-06-04,148.3699951171875,145.5800018310547,146.8000030517578,146.72999572753906,8170500.0,142.12046813964844
2020-06-05,149.63999938964844,146.60000610351562,147.69000244140625,147.3000030517578,9725400.0,142.6725616455078
2020-06-08,147.61000061035156,145.74000549316406,145.8800048828125,146.77000427246094,7555600.0,142.15924072265625
2020-06-09,149.3300018310547,145.64999389648438,148.25,145.9600067138672,8247200.0,141.37466430664062
2020-06-10,150.02999877929688,146.60000610351562,146.60000610351562,147.8000030517578,10137100.0,143.15687561035156
2020-06-11,149.1699981689453,140.75,148.5800018310547,140.8699951171875,11913300.0,136.44456481933594
2020-06-12,143.7100067138672,140.27999877929688,142.83999633789062,142.14999389648438,8687400.0,137.68435668945312
2020-06-15,142.39999389648438,139.38999938964844,141.0,141.25,8649600.0,136.81263732910156
2020-06-16,145.4199981689453,142.77000427246094,144.08999633789062,144.4600067138672,7579100.0,139.92178344726562
2020-06-17,145.4199981689453,143.47000122070312,144.89999389648438,144.02000427246094,5100100.0,139.49560546875
2020-06-18,144.1199951171875,141.8699951171875,142.52000427246094,143.41000366210938,4797400.0,138.90478515625
2020-06-19,145.8800048828125,143.25,145.7899932861328,143.8300018310547,12206900.0,139.31158447265625
2020-06-22,143.66000366210938,142.02999877929688,143.47000122070312,143.38999938964844,5285600.0,138.88539123535156
2020-06-23,144.0800018310547,142.67999267578125,143.74000549316406,142.86000061035156,5921600.0,138.37205505371094
2020-06-24,142.19000244140625,138.72000122070312,141.49000549316406,139.82000732421875,8211200.0,135.4275360107422
2020-06-25,140.57000732421875,137.5399932861328,140.57000732421875,139.6699981689453,7421200.0,135.28224182128906
2020-06-26,139.60000610351562,137.02000427246094,139.52999877929688,137.80999755859375,12849700.0,133.48069763183594
2020-06-29,139.6999969482422,137.97999572753906,138.74000549316406,139.0399932861328,5309800.0,134.6720428466797
2020-06-30,141.02000427246094,137.83999633789062,139.39999389648438,140.6300048828125,7738300.0,136.2121124267578
2020-07-01,141.38999938964844,140.05999755859375,140.69000244140625,140.3800048828125,6174800.0,135.969970703125
2020-07-02,141.83999633789062,140.3300018310547,141.25,140.97000122070312,5152200.0,136.5414276123047
2020-07-06,143.77000427246094,141.8800048828125,142.1699981689453,142.97999572753906,6156400.0,138.48828125
2020-07-07,143.97000122070312,141.22999572753906,141.38999938964844,142.85000610351562,5622600.0,138.3623504638672
2020-07-08,143.38999938964844,141.6999969482422,142.8699951171875,143.27000427246094,6257400.0,138.76918029785156
2020-07-09,144.42999267578125,140.5800018310547,142.75999450683594,142.49000549316406,5738600.0,138.013671875
2020-07-10,142.8699951171875,141.42999267578125,142.75,142.3699951171875,4282400.0,137.89744567871094
2020-07-13,146.63999938964844,143.27999877929688,143.61000061035156,145.2100067138672,6951900.0,140.6482391357422
2020-07-14,148.38999938964844,145.25999450683594,145.32000732421875,147.9199981689453,7447100.0,143.27308654785156
2020-07-15,150.2100067138672,148.22999572753906,149.72999572753906,148.25999450683594,8512800.0,143.6024169921875
2020-07-16,149.33999633789062,146.67999267578125,148.67999267578125,149.25,9304700.0,144.56130981445312
2020-07-17,150.5800018310547,148.69000244140625,150.0,149.35000610351562,7441100.0,144.65817260742188
2020-07-20,150.32000732421875,148.42999267578125,150.22999572753906,149.60000610351562,6191500.0,144.90032958984375
2020-07-21,151.6699981689453,149.5,149.60000610351562,149.74000549316406,5575900.0,145.03591918945312
2020-07-22,150.41000366210938,147.85000610351562,149.92999267578125,150.00999450683594,5910200.0,145.2974395751953
2020-07-23,150.85000610351562,149.27999877929688,150.2100067138672,149.61000061035156,6566300.0,144.91000366210938
2020-07-24,150.60000610351562,147.02999877929688,150.5,148.1199951171875,5405900.0,143.46681213378906
2020-07-27,148.9199981689453,146.86000061035156,147.3699951171875,147.17999267578125,5675200.0,142.5563201904297
2020-07-28,147.99000549316406,146.75,147.39999389648438,146.8300018310547,4842200.0,142.21734619140625
2020-07-29,147.47000122070312,146.07000732421875,146.38999938964844,146.5399932861328,4489100.0,141.9364471435547
2020-07-30,147.5,146.13999938964844,147.44000244140625,146.83999633789062,5922500.0,142.22703552246094
2020-07-31,147.4499969482422,143.9600067138672,146.66000366210938,145.75999450683594,8259600.0,141.1809539794922
2020-08-03,147.7899932861328,146.14999389648438,146.38999938964844,147.35000610351562,4078700.0,142.72100830078125
2020-08-04,147.22000122070312,145.82000732421875,146.99000549316406,147.22000122070312,4162200.0,142.59507751464844
2020-08-05,149.30999755859375,147.8000030517578,149.10000610351562,148.39999389648438,5467500.0,143.73802185058594
2020-08-06,149.25,146.5,148.39999389648438,147.5500030517578,4837900.0,142.9147186279297
